iso3,country,year,fdi_gdp,gdp_usd,merch_export_wb,official_fx,population,reer
MYS,Malaysia,2019,2.50697705748044,365177721021.516,238195000000.0,4.14246973569731,33440596.0,87.2353834702942
MYS,Malaysia,2020,1.20275464255821,337456163961.211,234766000000.0,4.20348194851884,33889558.0,84.1523454190495
MYS,Malaysia,2021,5.41626377085161,373784553029.978,299425000000.0,4.14329759817721,34282399.0,83.1060919893354
MYS,Malaysia,2022,3.68486215546291,407830525989.553,352094000000.0,4.40107634540072,34695493.0,81.9164182218074
MYS,Malaysia,2023,1.97990062716743,399949418752.657,312965000000.0,4.56062343240897,35126298.0,79.875532533729
MYS,Malaysia,2024,3.6930953933026,422227005428.688,330761000000.0,4.5764279106858,35557673.0,80.8222421674115
MYS,Malaysia,2025,,472193128644.597,376041000000.0,4.28442415048243,35977838.0,85.2571212619238
PHL,Philippines,2010,0.513698049517659,208368893151.144,51498000000.0,45.1096641800896,96337125.0,100.0
PHL,Philippines,2011,0.856963002985963,234216730291.32,48305000000.0,43.3131369237488,98248614.0,100.280191971433
PHL,Philippines,2012,1.22763000703119,261920540962.63,52100000000.0,42.2287947349434,100175512.0,104.835583267813
PHL,Philippines,2013,1.31642638378197,283902828588.718,56698000000.0,42.4461848306739,102076336.0,107.635504272725
PHL,Philippines,2014,1.92937522802216,297483555338.044,62102000000.0,44.3951543042097,103767130.0,106.305112083626
PHL,Philippines,2015,1.84018010717942,306445871242.322,58827000000.0,45.5028399421431,105312992.0,111.362457840083
PHL,Philippines,2016,2.59850803494211,318627003016.731,56313000000.0,47.4924638585099,106735719.0,108.264468624972
PHL,Philippines,2017,3.12238778404896,328480736802.76,68713000000.0,50.4037197937177,108119693.0,103.345350426906
PHL,Philippines,2018,2.86833826070497,346841896587.313,67488000000.0,52.6614299539683,109465287.0,100.482072003382
PHL,Philippines,2019,2.30117498598294,376823402239.136,70334000000.0,51.7957826517332,110804683.0,105.220947016203
PHL,Philippines,2020,1.88586363211171,361751145451.597,63879000000.0,49.6240960026328,112081264.0,111.088860828931
PHL,Philippines,2021,3.04078855310045,394087359848.11,74618000000.0,49.2545977288412,113100950.0,110.985332708214
PHL,Philippines,2022,2.3475097233369,404353369604.631,78930000000.0,54.477785837205,113964338.0,109.19580079688
PHL,Philippines,2023,2.04210354820336,437055627245.138,73527000000.0,55.630363223193,114891199.0,112.937718636588
PHL,Philippines,2024,2.03571882251572,461671157904.74,72984000000.0,57.2906550699734,115843670.0,113.604959905022
PHL,Philippines,2025,1.59958262597666,487086123720.417,83723000000.0,57.5050971489715,116786962.0,112.404419327918
SGP,Singapore,2010,23.0694716770802,239807980591.24,351867000000.0,1.36350833333333,5076732.0,99.9999999999999
SGP,Singapore,2011,17.5960314065854,279356499090.458,409503000000.0,1.25777587719298,5183688.0,105.289987124903
SGP,Singapore,2012,18.7435244231802,295092888076.589,408393000000.0,1.2496762037037,5312437.0,110.195747053345
SGP,Singapore,2013,20.9344810446532,307576360584.992,410250000000.0,1.2513,5399162.0,112.15319599048
SGP,Singapore,2014,21.8184880782679,314863580758.455,415378000000.0,1.26705,5469724.0,111.361833984626
SGP,Singapore,2015,22.6541826890491,307998545269.398,351587000000.0,1.374825,5535002.0,108.178005779277
SGP,Singapore,2016,20.3059406285478,320759207438.623,330481000000.0,1.38154636363636,5607283.0,108.133018959265
SGP,Singapore,2017,29.5741008560154,344795119213.571,373446000000.0,1.380925,5612253.0,106.970208299966
SGP,Singapore,2018,22.7862106121625,377976367877.038,412955000000.0,1.34884166666667,5638676.0,106.168973225633
SGP,Singapore,2019,28.1758142041642,376827390962.044,390763000000.0,1.36415833333333,5703569.0,106.327529048787
SGP,Singapore,2020,22.5843942948636,351226533656.292,362534000000.0,1.37974166666667,5685807.0,103.390017350543
SGP,Singapore,2021,32.2624851402185,441110903524.645,457357000000.0,1.34348333333333,5453566.0,103.238996730444
SGP,Singapore,2022,28.0305519383786,514252535238.749,515802000000.0,1.37866666666667,5637022.0,109.495897946291
SGP,Singapore,2023,24.607056245637,511181761243.76,476252000000.0,1.34276666666667,5917648.0,117.435809770402
SGP,Singapore,2024,23.5787255966584,572877260178.427,505658000000.0,1.33623333333333,6036860.0,120.866279601424
SGP,Singapore,2025,26.3447254389071,603869516998.738,566872000000.0,1.30745,6111175.0,121.617553314704
THA,Thailand,2010,4.32320928209171,341104766329.17,193306000000.0,31.685705,68579447.0,
THA,Thailand,2011,0.667087644548593,370818739623.622,222576000000.0,30.4917333333333,69007208.0,
THA,Thailand,2012,3.24456444314608,397558325278.579,229106000000.0,31.0830916666667,69436098.0,
THA,Thailand,2013,3.79126450872817,420333654592.547,228505000000.0,30.7259666666667,69845114.0,
THA,Thailand,2014,1.22145318013998,407339040197.651,227462000000.0,32.4798333333333,70216367.0,
THA,Thailand,2015,2.22468548959784,401296238228.084,214310000000.0,34.2477166666667,70540795.0,
THA,Thailand,2016,0.843364340718618,413366349747.508,215388000000.0,35.2963833333333,70859841.0,
THA,Thailand,2017,1.81550260101987,456356813536.764,236635000000.0,33.9398110566858,71160187.0,
THA,Thailand,2018,2.71279835138662,506754208404.485,252957000000.0,32.3102257431458,71376079.0,
THA,Thailand,2019,1.01734877580041,543976691793.886,246269000000.0,31.0476057805499,71522271.0,
THA,Thailand,2020,-0.858310188764945,500274927778.532,231634000000.0,31.2936732130832,71641484.0,
THA,Thailand,2021,3.04112326260094,506049783824.94,272006000000.0,31.9770934417717,71727332.0,
THA,Thailand,2022,2.39157096115532,495691837308.033,287425000000.0,35.0613502144776,71735329.0,
THA,Thailand,2023,1.9975474592024,517013369475.121,285074000000.0,34.8021885808364,71702435.0,
THA,Thailand,2024,2.70165281834265,529385520941.539,300740000000.0,35.2935380808081,71668011.0,
THA,Thailand,2025,3.26524902878263,577009981112.015,339635000000.0,32.882809252867,71619863.0,
TLS,Timor-Leste,2010,3.43944743183908,881909300.0,16000000.0,1.0,1084679.0,
TLS,Timor-Leste,2011,4.70566334584962,1042534600.0,13000000.0,1.0,1110207.0,
TLS,Timor-Leste,2012,3.47958036025867,1160555000.0,31000000.0,1.0,1134885.0,
TLS,Timor-Leste,2013,4.00200681164531,1395727400.0,18000000.0,1.0,1158695.0,
TLS,Timor-Leste,2014,2.3422913323763,1447535200.0,15000000.0,1.0,1181903.0,
TLS,Timor-Leste,2015,2.70363930330864,1590282400.0,18000000.0,1.0,1205131.0,
TLS,Timor-Leste,2016,0.33397246121617,1640464600.0,20000000.0,1.0,1228312.0,
TLS,Timor-Leste,2017,0.42375096203898,1584878400.0,23000000.0,1.0,1251703.0,
TLS,Timor-Leste,2018,3.08007812980224,1555988600.0,45000000.0,1.0,1275959.0,
TLS,Timor-Leste,2019,-7.79447350305257,2032550400.0,154000000.0,1.0,1300945.0,
TLS,Timor-Leste,2020,-16.2053007941191,2162619200.0,264000000.0,1.0,1326053.0,
TLS,Timor-Leste,2021,-6.5936436488535,3625024300.0,615000000.0,1.0,1350139.0,
TLS,Timor-Leste,2022,1.67248574731989,3208599900.0,472000000.0,1.0,1369295.0,
TLS,Timor-Leste,2023,5.87499260731956,2079767200.0,164000000.0,1.0,1384286.0,
TLS,Timor-Leste,2024,12.0853687045097,1865608515.41321,86000000.0,1.0,1400638.0,
TLS,Timor-Leste,2025,13.3130496450646,1902180257.82737,103000000.0,1.0,1418517.0,
VNM,Viet Nam,2010,5.4347392933443,147201173196.979,72237000000.0,18612.9166666667,87455152.0,
VNM,Viet Nam,2011,4.30487434902161,172595049183.925,96906000000.0,20509.75,88468314.0,
VNM,Viet Nam,2012,4.27832287681174,195590661129.249,114529000000.0,20828.0,89510356.0,
VNM,Viet Nam,2013,4.16454517277325,213708811665.34,132033000000.0,20933.4166666667,90573104.0,
VNM,Viet Nam,2014,3.94086189051961,233451469642.519,150217000000.0,21148.0,91679578.0,
VNM,Viet Nam,2015,4.93190773329022,239258328381.741,162065000000.0,21697.5675,92823254.0,
VNM,Viet Nam,2016,4.90089302916746,257096001177.982,176581000000.0,21935.0008333333,94000117.0,
VNM,Viet Nam,2017,5.01148721749681,281353605986.903,215014000000.0,22370.0866666667,95176977.0,
VNM,Viet Nam,2018,4.99828319622328,310106478394.659,243699000000.0,22602.05,96237319.0,
VNM,Viet Nam,2019,4.821074861051,334365270496.667,264268000000.0,23050.2416666667,97173776.0,
VNM,Viet Nam,2020,4.55836196782424,346615738537.796,282629000000.0,23208.3683333333,98079191.0,
VNM,Viet Nam,2021,4.27314566190187,366474752771.009,335978000000.0,23159.7825925926,98935098.0,
VNM,Viet Nam,2022,4.32947308910883,413445230668.578,371288000000.0,23271.2125,99680655.0,
VNM,Viet Nam,2023,4.26458856546888,433805036898.465,353782000000.0,23787.3191666667,100352192.0,
VNM,Viet Nam,2024,4.23450755062236,476324572783.807,404824000000.0,24164.8858333333,100987686.0,
VNM,Viet Nam,2025,,514697215165.065,472929000000.0,,101598527.0,
