"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Singapore","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","168891543.313709"
"Singapore","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","208751730.475748"
"Philippines","2012","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","136130459"
"Philippines","2008","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","52257165"
"Philippines","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","29496647"
"Philippines","2006","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","24600642"
"Philippines","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","318413757"
"Malaysia","2008","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","177320976.732985"
"Malaysia","2010","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","233200253.718601"
"Myanmar","2014","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","34648519.1324584"
"Malaysia","2003","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","129392368.77"
"Malaysia","2009","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","206518823.237515"
"Malaysia","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","921092755.433846"
"Malaysia","2013","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","277395089.111031"
"Myanmar","2023","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","381295461.22361"
"Myanmar","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","471268608.82334"
"Brunei Darussalam","2022","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","13274498.434905"
"Brunei Darussalam","2021","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","100675.223004216"
"Myanmar","2019","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","473017931.011065"
"Myanmar","2016","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","138941395.37847"
"Indonesia","2015","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","4507024486.688"
"Myanmar","2009","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","4615996.04"
"Indonesia","2012","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","3524592216"
"Brunei Darussalam","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","7109068.79236407"
"Indonesia","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1637955495"
"Brunei Darussalam","2017","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","792734.740705774"
"Indonesia","2014","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","4108448480"
"Indonesia","2012","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","387016208"
"Brunei Darussalam","2014","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","9565447.26839512"
"Brunei Darussalam","2024","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","8792294.62456896"
"Brunei Darussalam","2012","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","17164531.6449217"
"Indonesia","2009","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1736114442"
"Brunei Darussalam","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","89988.0794701987"
"Viet Nam","2019","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1093591741.6392"
"Viet Nam","2023","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1221854121.4766"
"Brunei Darussalam","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","5291901.56"
"Brunei Darussalam","2010","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","101432.334213722"
"Viet Nam","2013","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","8698697676.0821"
"Viet Nam","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","17253935683.02"
"Viet Nam","2009","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","2466876952.3321"
"Thailand","2019","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","637060710.427885"
"Viet Nam","2003","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","277357189.0358"
"Thailand","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","890485926.45"
"Singapore","2025","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","870795536.496963"
"Thailand","2014","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","316110575.49923"
"Thailand","2004","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","761831497.66"
"Thailand","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","976420745"
"Philippines","2025","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","145206575"
"Singapore","2011","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","576467455.366989"
"Philippines","2015","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","62523750"
"Philippines","2009","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","20849437"
"Philippines","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","113956640"
"Philippines","2020","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","316815708"
"Singapore","2019","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","832052615.91126"
"Singapore","2008","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","225435811.422109"
"Malaysia","2019","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","163359006.895351"
"Philippines","2008","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","28920790"
"Singapore","2003","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","176131401.676042"
"Philippines","2022","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","108077228"
"Philippines","2004","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","42314544"
"Philippines","2013","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","163169235"
"Malaysia","2017","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","151513069.948131"
"Malaysia","2024","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","785562316.154921"
"Malaysia","2005","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","133153269.73"
"Malaysia","2006","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","108443016.13"
"Myanmar","2022","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","617398999.65507"
"Malaysia","2017","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","632813541.035833"
"Malaysia","2009","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","185219398.716904"
"Malaysia","2016","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","639841743.459534"
"Malaysia","2010","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","221340691.897216"
"Myanmar","2014","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","68197994.5025789"
"Myanmar","2013","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","36442947.1216876"
"Myanmar","2015","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","74775933.6556755"
"Cambodia","2016","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","109411768.069153"
"Cambodia","2020","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1124442444.39"
"Cambodia","2020","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","158875389.21"
"Myanmar","2012","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","18667834.8585396"
"Myanmar","2011","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","7174830.27"
"Cambodia","2013","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","346060537.554602"
"Cambodia","2023","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1365505358.66"
"Cambodia","2008","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","87956095.3196716"
"Cambodia","2003","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","34054146.28"
"Indonesia","2025","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","7387584507.1606"
"Myanmar","2007","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","28321664.86"
"Cambodia","2009","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","108335114.426468"
"Indonesia","2018","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","746460844"
"Indonesia","2017","Annually","Export"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","4910028150.592"
"Indonesia","2022","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","1030071262"
"Cambodia","2007","Annually","Import"," WORLD [99]","[64] Footwear; gaiters and the like; parts of such articles","7209022.2"
