exporter_iso3,importer_iso3,year,lsbci,ln_lsbci
PHL,CHN,2019,0.4243,-0.8573145267738579
PHL,CHN,2020,0.3873,-0.9485556924614306
PHL,CHN,2021,0.3631,-1.013077000561847
PHL,CHN,2022,0.3702,-0.99371187884274
PHL,CHN,2023,0.407,-0.8989420935395421
PHL,CHN,2024,0.4218,-0.8632240109374628
PHL,CHN,2025,0.4225,-0.8615658321849086
PHL,DEU,2010,0.2933,-1.2265593029987316
PHL,DEU,2011,0.3059,-1.1844970278252793
PHL,DEU,2012,0.2918,-1.2316866428934519
PHL,DEU,2013,0.3125,-1.1631508098056809
PHL,DEU,2014,0.3199,-1.1397468320266646
PHL,DEU,2015,0.2947,-1.221797389238488
PHL,DEU,2016,0.3196,-1.1406850650900175
PHL,DEU,2017,0.321,-1.1363141558521213
PHL,DEU,2018,0.3356,-1.0918353043890858
PHL,DEU,2019,0.3265,-1.1193253302656512
PHL,DEU,2020,0.3037,-1.1917149069304338
PHL,DEU,2021,0.283,-1.2623083813388996
PHL,DEU,2022,0.2882,-1.2441005954167152
PHL,DEU,2023,0.2991,-1.2069773133462347
PHL,DEU,2024,0.3176,-1.1469625496091564
PHL,DEU,2025,0.3186,-1.143818881506189
PHL,FRA,2010,0.2981,-1.2103262782981115
PHL,FRA,2011,0.319,-1.1425641761972924
PHL,FRA,2012,0.3002,-1.2033063597827753
PHL,FRA,2013,0.3251,-1.1236224516722775
PHL,FRA,2014,0.3313,-1.104730969676287
PHL,FRA,2015,0.304,-1.1907275775759154
PHL,FRA,2016,0.3236,-1.1282470937978004
PHL,FRA,2017,0.3275,-1.1162672239068303
PHL,FRA,2018,0.3378,-1.0853012746084374
PHL,FRA,2019,0.3328,-1.1002135700350835
PHL,FRA,2020,0.3059,-1.1844970278252793
PHL,FRA,2021,0.2844,-1.2573735810530513
PHL,FRA,2022,0.2875,-1.246532418744732
PHL,FRA,2023,0.299,-1.2073117055914506
PHL,FRA,2024,0.3186,-1.143818881506189
PHL,FRA,2025,0.3273,-1.1168780974750023
PHL,GBR,2010,0.3036,-1.1920442334606622
PHL,GBR,2011,0.3226,-1.1313421132910286
PHL,GBR,2012,0.3019,-1.1976594422693438
PHL,GBR,2013,0.3213,-1.1353800128603244
PHL,GBR,2014,0.3279,-1.1150465951315345
PHL,GBR,2015,0.3013,-1.1996488328458814
PHL,GBR,2016,0.3254,-1.1227000841971995
PHL,GBR,2017,0.3272,-1.117183674253545
PHL,GBR,2018,0.3447,-1.0650808054593173
PHL,GBR,2019,0.3386,-1.082935809283102
PHL,GBR,2020,0.3115,-1.1663559407546291
PHL,GBR,2021,0.2911,-1.2340884282305595
PHL,GBR,2022,0.2918,-1.2316866428934519
PHL,GBR,2023,0.3073,-1.179930809845698
PHL,GBR,2024,0.3271,-1.117489344437799
PHL,GBR,2025,0.3304,-1.107451237335314
PHL,HKG,2010,0.3715,-0.9902064148243233
PHL,HKG,2011,0.3946,-0.9298826853936221
PHL,HKG,2012,0.376,-0.9781661355922425
PHL,HKG,2013,0.3999,-0.9165407631293644
PHL,HKG,2014,0.4068,-0.8994336148077322
PHL,HKG,2015,0.3703,-0.99344179106257
PHL,HKG,2016,0.3852,-0.9539925990581666
PHL,HKG,2017,0.388,-0.9467499393588635
PHL,HKG,2018,0.4062,-0.9009096298358528
PHL,HKG,2019,0.402,-0.9113031903631159
PHL,HKG,2020,0.375,-0.9808292530117262
PHL,HKG,2021,0.3509,-1.0472539963929677
PHL,HKG,2022,0.3575,-1.0286199168480747
PHL,HKG,2023,0.3919,-0.9367485737765512
PHL,HKG,2024,0.4059,-0.9016484551372851
PHL,HKG,2025,0.4032,-0.9083225622249782
PHL,IDN,2010,0.3376,-1.085893516260335
PHL,IDN,2011,0.356,-1.0328245481301066
PHL,IDN,2012,0.3351,-1.0933262842388722
PHL,IDN,2013,0.3476,-1.0567028855909
PHL,IDN,2014,0.3549,-1.0359192193296862
PHL,IDN,2015,0.3343,-1.0957164855560841
PHL,IDN,2016,0.3381,-1.0844135692682968
PHL,IDN,2017,0.3455,-1.0627626357744124
PHL,IDN,2018,0.368,-0.9996723408132061
PHL,IDN,2019,0.3693,-0.9961459571236195
PHL,IDN,2020,0.3435,-1.068568167319733
PHL,IDN,2021,0.3258,-1.1214715828141923
PHL,IDN,2022,0.329,-1.1116975282167652
PHL,IDN,2023,0.3741,-0.9832321376280366
PHL,IDN,2024,0.3819,-0.9625964847506665
PHL,IDN,2025,0.3861,-0.9516588757119464
PHL,IND,2010,0.2884,-1.243406873571343
PHL,IND,2011,0.301,-1.2006450142332614
PHL,IND,2012,0.2876,-1.2461846531352454
PHL,IND,2013,0.2952,-1.2201021862558195
PHL,IND,2014,0.3032,-1.1933626252139204
PHL,IND,2015,0.2809,-1.2697565448719392
PHL,IND,2016,0.3688,-0.9975007872996983
PHL,IND,2017,0.3734,-0.9851050478745148
PHL,IND,2018,0.3845,-0.9558114900364384
PHL,IND,2019,0.3854,-0.9534735230018709
PHL,IND,2020,0.3571,-1.0297394243817344
PHL,IND,2021,0.2732,-1.297551151285502
PHL,IND,2022,0.2791,-1.2761851384398606
PHL,IND,2023,0.3834,-0.9586764483705928
PHL,IND,2024,0.3974,-0.9228119488644206
PHL,IND,2025,0.4049,-0.9041151559440217
PHL,ITA,2010,0.2958,-1.2180717287054377
PHL,ITA,2011,0.3088,-1.175061460831516
PHL,ITA,2012,0.2993,-1.2063088641234838
PHL,ITA,2013,0.3149,-1.1555001508751581
PHL,ITA,2014,0.3208,-1.1369374029897776
PHL,ITA,2015,0.2983,-1.209655587461434
PHL,ITA,2016,0.3202,-1.1388094784195228
PHL,ITA,2017,0.3243,-1.1260862656688648
PHL,ITA,2018,0.3402,-1.0782215990203756
PHL,ITA,2019,0.3344,-1.0954173977715906
PHL,ITA,2020,0.3058,-1.1848239854871752
PHL,ITA,2021,0.2773,-1.2826553263604048
PHL,ITA,2022,0.2856,-1.2531630485167076
PHL,ITA,2023,0.3009,-1.2009772953461375
PHL,ITA,2024,0.3233,-1.1291745942507496
PHL,ITA,2025,0.3238,-1.1276292377386024
PHL,JPN,2010,0.3595,-1.0230411018210357
PHL,JPN,2011,0.3802,-0.9670578489278083
PHL,JPN,2012,0.364,-1.0106014113453965
PHL,JPN,2013,0.3872,-0.9488139235797152
PHL,JPN,2014,0.3928,-0.9344547025018263
PHL,JPN,2015,0.3672,-1.0018486202358017
PHL,JPN,2016,0.3836,-0.958154935972854
PHL,JPN,2017,0.3888,-0.9446902063958531
PHL,JPN,2018,0.3994,-0.9177918580004223
PHL,JPN,2019,0.3931,-0.9336912465543225
PHL,JPN,2020,0.3637,-1.0114259269891936
PHL,JPN,2021,0.3433,-1.0691505785184907
PHL,JPN,2022,0.3457,-1.062183932054558
PHL,JPN,2023,0.3804,-0.9665319483109017
PHL,JPN,2024,0.4023,-0.9105572000263945
PHL,JPN,2025,0.4055,-0.9026344054266694
PHL,KHM,2010,0.1789,-1.7209282884674635
PHL,KHM,2011,0.1912,-1.6544352783648362
PHL,KHM,2012,0.2541,-1.3700273886560186
PHL,KHM,2013,0.2584,-1.35324650707369
PHL,KHM,2014,0.2624,-1.337885221912203
PHL,KHM,2015,0.2692,-1.3123006812115643
PHL,KHM,2016,0.2803,-1.2718948208113945
PHL,KHM,2017,0.2821,-1.2654936609741865
PHL,KHM,2018,0.2074,-1.57310598318671
PHL,KHM,2019,0.2131,-1.5459937398775656
PHL,KHM,2020,0.2738,-1.2953573661277886
PHL,KHM,2021,0.277,-1.2837377727947985
PHL,KHM,2022,0.2724,-1.3004837047067799
PHL,KHM,2023,0.2761,-1.2869921600460283
PHL,KHM,2024,0.2864,-1.2503658438956466
PHL,KHM,2025,0.2884,-1.243406873571343
PHL,KOR,2010,0.359,-1.0244328904938582
PHL,KOR,2011,0.3843,-0.9563317814113389
PHL,KOR,2012,0.3657,-1.0059419538268015
PHL,KOR,2013,0.388,-0.9467499393588635
PHL,KOR,2014,0.3934,-0.9329283730271782
PHL,KOR,2015,0.3713,-0.9907449177991026
PHL,KOR,2016,0.3935,-0.9326742111246791
PHL,KOR,2017,0.3952,-0.9283633131084243
PHL,KOR,2018,0.4103,-0.8908666795339967
PHL,KOR,2019,0.4143,-0.8811649298987809
PHL,KOR,2020,0.3809,-0.9652184054975786
PHL,KOR,2021,0.356,-1.0328245481301066
PHL,KOR,2022,0.3614,-1.0177699008240089
PHL,KOR,2023,0.4033,-0.9080745771028146
PHL,KOR,2024,0.4175,-0.8734707346912269
PHL,KOR,2025,0.4171,-0.8744292777792374
PHL,MMR,2010,0.1679,-1.7843867148986419
PHL,MMR,2011,0.1617,-1.8220125123990758
PHL,MMR,2012,0.1803,-1.7131331487728656
PHL,MMR,2013,0.197,-1.6245515502441485
PHL,MMR,2014,0.1974,-1.6225231519827559
PHL,MMR,2015,0.2129,-1.5469327070827033
PHL,MMR,2016,0.2264,-1.4854519326531093
PHL,MMR,2017,0.2261,-1.4867778996982128
PHL,MMR,2018,0.2311,-1.464904761701802
PHL,MMR,2019,0.2063,-1.5784238589049309
PHL,MMR,2020,0.28,-1.2729656758128873
PHL,MMR,2021,0.2756,-1.2888047398426334
PHL,MMR,2022,0.2643,-1.3306704573718937
PHL,MMR,2023,0.278,-1.2801341652915
PHL,MMR,2024,0.2874,-1.2468803053372126
PHL,MMR,2025,0.2794,-1.2751108321592757
PHL,MYS,2010,0.3637,-1.0114259269891936
PHL,MYS,2011,0.3841,-0.9568523436302779
PHL,MYS,2012,0.3721,-0.9885926436295602
PHL,MYS,2013,0.3943,-0.9306432380985556
PHL,MYS,2014,0.4003,-0.9155410129836091
PHL,MYS,2015,0.3683,-0.9988574555311174
PHL,MYS,2016,0.3912,-0.9385363408214749
PHL,MYS,2017,0.3913,-0.9382807497657704
PHL,MYS,2018,0.4074,-0.8979597751894316
PHL,MYS,2019,0.4068,-0.8994336148077322
PHL,MYS,2020,0.3754,-0.9797631548297285
PHL,MYS,2021,0.3564,-1.0317015833854828
PHL,MYS,2022,0.3628,-1.0139035607411555
PHL,MYS,2023,0.3994,-0.9177918580004223
PHL,MYS,2024,0.4141,-0.8816477884306154
PHL,MYS,2025,0.4134,-0.8833396317344692
PHL,NLD,2010,0.2959,-1.2177337195759732
PHL,NLD,2011,0.3171,-1.1485380974378354
PHL,NLD,2012,0.2973,-1.213013548978085
PHL,NLD,2013,0.3167,-1.149800325437543
PHL,NLD,2014,0.3223,-1.132272490160745
PHL,NLD,2015,0.2934,-1.2262184132732556
PHL,NLD,2016,0.3183,-1.1447609446940898
PHL,NLD,2017,0.3205,-1.1378730026214123
PHL,NLD,2018,0.3429,-1.0703164195132624
PHL,NLD,2019,0.336,-1.0906441190189327
PHL,NLD,2020,0.3089,-1.174737679057601
PHL,NLD,2021,0.2891,-1.2409826299598365
PHL,NLD,2022,0.2946,-1.2221367749536072
PHL,NLD,2023,0.3081,-1.177330873379515
PHL,NLD,2024,0.3274,-1.1165726140451024
PHL,NLD,2025,0.3293,-1.1107860895998185
PHL,SGP,2010,0.3668,-1.0029385385998273
PHL,SGP,2011,0.3881,-0.9464922406072764
PHL,SGP,2012,0.3712,-0.9910142780700916
PHL,SGP,2013,0.398,-0.9213032736976993
PHL,SGP,2014,0.404,-0.9063404010209869
PHL,SGP,2015,0.3716,-0.9899372720424536
PHL,SGP,2016,0.3954,-0.9278573682456206
PHL,SGP,2017,0.399,-0.9187938620922735
PHL,SGP,2018,0.4154,-0.8785133675401251
PHL,SGP,2019,0.4165,-0.8758688173752397
PHL,SGP,2020,0.379,-0.9702190738997107
PHL,SGP,2021,0.3604,-1.0205407532479542
PHL,SGP,2022,0.3662,-1.0045756467417266
PHL,SGP,2023,0.4037,-0.907083251123242
PHL,SGP,2024,0.4179,-0.8725131095282673
PHL,SGP,2025,0.4187,-0.8706006059570394
PHL,THA,2010,0.3332,-1.0990123686894495
PHL,THA,2011,0.3493,-1.0518241271693507
PHL,THA,2012,0.3363,-1.0897516602359132
PHL,THA,2013,0.3518,-1.0446924466786793
PHL,THA,2014,0.3635,-1.011975982008563
PHL,THA,2015,0.3435,-1.068568167319733
PHL,THA,2016,0.3711,-0.9912837109155852
PHL,THA,2017,0.3704,-0.9931717762101128
PHL,THA,2018,0.3859,-0.952177010438564
PHL,THA,2019,0.3881,-0.9464922406072764
PHL,THA,2020,0.3539,-1.0387408916307195
PHL,THA,2021,0.3392,-1.081165375064389
PHL,THA,2022,0.3402,-1.0782215990203756
PHL,THA,2023,0.376,-0.9781661355922425
PHL,THA,2024,0.3904,-0.9405834244431995
PHL,THA,2025,0.3969,-0.9240709191931175
PHL,TLS,2010,0.1517,-1.8858503926276504
PHL,TLS,2011,0.1577,-1.8470607850131444
PHL,TLS,2012,0.1577,-1.8470607850131444
PHL,TLS,2013,0.2559,-1.3629685358163939
PHL,TLS,2014,0.2604,-1.3455363686477229
PHL,TLS,2015,0.1803,-1.7131331487728656
PHL,TLS,2016,0.1612,-1.8251094489096091
PHL,TLS,2017,0.1622,-1.8189251373008244
PHL,TLS,2018,0.1619,-1.8207764182985477
PHL,TLS,2019,0.1616,-1.8226311328951421
PHL,TLS,2020,0.1577,-1.8470607850131444
PHL,TLS,2021,0.1623,-1.8183088044615916
PHL,TLS,2022,0.16,-1.8325814637483102
PHL,TLS,2023,0.1604,-1.830084583549723
PHL,TLS,2024,0.1679,-1.7843867148986419
PHL,TLS,2025,0.1678,-1.7849824849490312
PHL,TWN,2010,0.3595,-1.0230411018210357
PHL,TWN,2011,0.376,-0.9781661355922425
PHL,TWN,2012,0.3647,-1.0086801811675024
PHL,TWN,2013,0.3859,-0.952177010438564
PHL,TWN,2014,0.3927,-0.9347093173981731
PHL,TWN,2015,0.3672,-1.0018486202358017
PHL,TWN,2016,0.3826,-0.9607652219759846
PHL,TWN,2017,0.3883,-0.9459770422445155
PHL,TWN,2018,0.4048,-0.9043621610088812
PHL,TWN,2019,0.4075,-0.8977143463012197
PHL,TWN,2020,0.3777,-0.9736550492637259
PHL,TWN,2021,0.3545,-1.037046933009955
PHL,TWN,2022,0.3583,-1.026384654671229
PHL,TWN,2023,0.3928,-0.9344547025018263
PHL,TWN,2024,0.4073,-0.8982052643277701
PHL,TWN,2025,0.4065,-0.9001713499942718
PHL,USA,2010,0.3001,-1.2036395265358157
PHL,USA,2011,0.3247,-1.1248535998733369
PHL,USA,2012,0.3106,-1.1692493682675504
PHL,USA,2013,0.3286,-1.1129140733789693
PHL,USA,2014,0.4045,-0.9051035424835906
PHL,USA,2015,0.3127,-1.1625110145183415
PHL,USA,2016,0.3341,-1.0963149296194261
PHL,USA,2017,0.3369,-1.08796912856963
PHL,USA,2018,0.351,-1.0469690555162714
PHL,USA,2019,0.3483,-1.0546911016101816
PHL,USA,2020,0.3178,-1.1463330248795214
PHL,USA,2021,0.2963,-1.2163828244026174
PHL,USA,2022,0.3006,-1.201974801663263
PHL,USA,2023,0.3295,-1.110178925039575
PHL,USA,2024,0.3331,-1.0993125337825032
PHL,USA,2025,0.3402,-1.0782215990203756
PHL,VNM,2010,0.3263,-1.1199380753828623
PHL,VNM,2011,0.3496,-1.0509656352007566
PHL,VNM,2012,0.3273,-1.1168780974750023
PHL,VNM,2013,0.3439,-1.0674043615439166
PHL,VNM,2014,0.347,-1.058430499035278
PHL,VNM,2015,0.3391,-1.081460229850544
PHL,VNM,2016,0.3642,-1.0100521116886294
PHL,VNM,2017,0.3588,-1.024990148797496
PHL,VNM,2018,0.377,-0.9755100915341263
PHL,VNM,2019,0.3761,-0.9779002135058463
PHL,VNM,2020,0.3539,-1.0387408916307195
PHL,VNM,2021,0.3362,-1.0900490580076219
PHL,VNM,2022,0.3408,-1.0764594840269763
PHL,VNM,2023,0.379,-0.9702190738997107
PHL,VNM,2024,0.3884,-0.9457195425649672
PHL,VNM,2025,0.3965,-0.9250792379072343
SGP,ARE,2010,0.6235,-0.47240651386204585
SGP,ARE,2011,0.6231,-0.47304825943196077
SGP,ARE,2012,0.6094,-0.4952804124305283
SGP,ARE,2013,0.6125,-0.4902063365632549
SGP,ARE,2014,0.6015,-0.5083287435674034
SGP,ARE,2015,0.5943,-0.520371036609522
SGP,ARE,2016,0.632,-0.4588658848352796
SGP,ARE,2017,0.6191,-0.47948846845695065
SGP,ARE,2018,0.645,-0.43850496218636453
SGP,ARE,2019,0.6359,-0.4527139607087749
SGP,ARE,2020,0.6407,-0.4451939503371611
SGP,ARE,2021,0.6602,-0.4152124595630444
SGP,ARE,2022,0.6503,-0.4303214841070309
SGP,ARE,2023,0.6665,-0.4057151393633737
SGP,ARE,2024,0.6913,-0.3691813960309177
SGP,ARE,2025,0.705,-0.34955747616986843
SGP,AUS,2010,0.4601,-0.7763114218207141
SGP,AUS,2011,0.474,-0.7465479572870606
SGP,AUS,2012,0.4636,-0.7687331675165404
SGP,AUS,2013,0.4722,-0.7503526543307245
SGP,AUS,2014,0.4766,-0.7410777143174953
SGP,AUS,2015,0.4803,-0.7333443703113584
SGP,AUS,2016,0.4801,-0.7337608634452423
SGP,AUS,2017,0.4958,-0.7015826593810469
SGP,AUS,2018,0.4759,-0.7425475308550723
SGP,AUS,2019,0.4852,-0.723194101912242
SGP,AUS,2020,0.4692,-0.7567261622028166
SGP,AUS,2021,0.4859,-0.7217524375702797
SGP,AUS,2022,0.4724,-0.7499291946589298
SGP,AUS,2023,0.4951,-0.7029955166147597
SGP,AUS,2024,0.4788,-0.736472305298319
SGP,AUS,2025,0.4869,-0.7196965157934818
SGP,BRN,2010,0.2622,-1.3386477076525376
SGP,BRN,2011,0.2739,-1.2949922027131047
SGP,BRN,2012,0.2566,-1.360236826800601
SGP,BRN,2013,0.2605,-1.3451524177887153
SGP,BRN,2014,0.2601,-1.3466891065275313
SGP,BRN,2015,0.2691,-1.312672221249277
SGP,BRN,2016,0.2725,-1.3001166648788383
SGP,BRN,2017,0.2758,-1.2880793136229356
SGP,BRN,2018,0.2653,-1.3268940178384432
SGP,BRN,2019,0.2822,-1.2651392395634233
SGP,BRN,2020,0.2865,-1.250016742827343
SGP,BRN,2021,0.2755,-1.2891676503891678
SGP,BRN,2022,0.2822,-1.2651392395634233
SGP,BRN,2023,0.2866,-1.2496677635880655
SGP,BRN,2024,0.2916,-1.232372278847634
SGP,BRN,2025,0.2733,-1.2971851860481147
SGP,CAN,2010,0.501,-0.6911491778972723
SGP,CAN,2011,0.5201,-0.6537341782031103
SGP,CAN,2012,0.5124,-0.6686497089595579
SGP,CAN,2013,0.5136,-0.6663105266063858
SGP,CAN,2014,0.5526,-0.5931208664928209
SGP,CAN,2015,0.5373,-0.6211986812473612
SGP,CAN,2016,0.5291,-0.636577829072051
SGP,CAN,2017,0.543,-0.6106459590482015
SGP,CAN,2018,0.552,-0.5942072327050416
SGP,CAN,2019,0.54,-0.616186139423817
SGP,CAN,2020,0.5465,-0.6042209713655439
SGP,CAN,2021,0.5366,-0.6225023409906133
SGP,CAN,2022,0.5395,-0.6171124942839478
SGP,CAN,2023,0.535,-0.6254885320861304
SGP,CAN,2024,0.5335,-0.6282962082403291
SGP,CAN,2025,0.5519,-0.5943884085366815
SGP,CHN,2010,0.7111,-0.34094221209266484
SGP,CHN,2011,0.746,-0.2930296787783762
SGP,CHN,2012,0.7237,-0.32337833711005504
SGP,CHN,2013,0.7448,-0.2946395530192797
SGP,CHN,2014,0.7645,-0.2685332536130201
SGP,CHN,2015,0.7565,-0.2790527457537265
SGP,CHN,2016,0.7545,-0.2817000007742335
SGP,CHN,2017,0.7426,-0.2975977372391573
SGP,CHN,2018,0.7773,-0.2519289027459631
SGP,CHN,2019,0.7645,-0.2685332536130201
SGP,CHN,2020,0.7748,-0.25515034744929616
SGP,CHN,2021,0.7803,-0.2480768178594215
SGP,CHN,2022,0.7611,-0.2729905237087912
SGP,CHN,2023,0.7668,-0.26552926781064756
SGP,CHN,2024,0.7768,-0.2525723620050218
SGP,CHN,2025,0.7901,-0.23559575925344942
SGP,DEU,2010,0.6098,-0.49462424442798264
SGP,DEU,2011,0.6198,-0.4783584336284892
SGP,DEU,2012,0.5988,-0.5128276264366638
SGP,DEU,2013,0.6355,-0.4533431883526284
SGP,DEU,2014,0.6506,-0.42986026494288604
SGP,DEU,2015,0.6546,-0.423730916915057
SGP,DEU,2016,0.6615,-0.41324529542712674
SGP,DEU,2017,0.6647,-0.40841946793460093
SGP,DEU,2018,0.6838,-0.3800898017769362
SGP,DEU,2019,0.6645,-0.40872040082883704
SGP,DEU,2020,0.6687,-0.40241974992220425
SGP,DEU,2021,0.6647,-0.40841946793460093
SGP,DEU,2022,0.6605,-0.4147581550197571
SGP,DEU,2023,0.6534,-0.4255657798151673
SGP,DEU,2024,0.6678,-0.403766551472583
SGP,DEU,2025,0.6699,-0.4006268314679151
SGP,FRA,2010,0.5997,-0.511325748807673
SGP,FRA,2011,0.6344,-0.4550756086614989
SGP,FRA,2012,0.6154,-0.4854828160941957
SGP,FRA,2013,0.6535,-0.42541274591786044
SGP,FRA,2014,0.6436,-0.440677863863909
SGP,FRA,2015,0.6527,-0.4266376733409654
SGP,FRA,2016,0.66,-0.4155154439616658
SGP,FRA,2017,0.6753,-0.3925982424013408
SGP,FRA,2018,0.6859,-0.37702343447686143
SGP,FRA,2019,0.6827,-0.38169975455790245
SGP,FRA,2020,0.6702,-0.400179103678927
SGP,FRA,2021,0.6824,-0.3821392828046677
SGP,FRA,2022,0.67,-0.40047756659712525
SGP,FRA,2023,0.6601,-0.4153639402874119
SGP,FRA,2024,0.6799,-0.38580955044972315
SGP,FRA,2025,0.692,-0.36816932336446756
SGP,GBR,2010,0.6338,-0.45602183172531663
SGP,GBR,2011,0.6471,-0.43525443691891663
SGP,GBR,2012,0.6167,-0.4833725969846899
SGP,GBR,2013,0.646,-0.43695577519953516
SGP,GBR,2014,0.6425,-0.44238846221276223
SGP,GBR,2015,0.6641,-0.409322538435469
SGP,GBR,2016,0.669,-0.4019712188539085
SGP,GBR,2017,0.6723,-0.39705060950714605
SGP,GBR,2018,0.6978,-0.35982275022946336
SGP,GBR,2019,0.6882,-0.373675785618757
SGP,GBR,2020,0.6958,-0.36269301626429545
SGP,GBR,2021,0.6924,-0.36759145568008283
SGP,GBR,2022,0.6814,-0.38360577375527083
SGP,GBR,2023,0.6838,-0.3800898017769362
SGP,GBR,2024,0.691,-0.36961545521446726
SGP,GBR,2025,0.6991,-0.3579614854641975
SGP,HKG,2010,0.7029,-0.3525406448002774
SGP,HKG,2011,0.7261,-0.320067532595936
SGP,HKG,2012,0.7083,-0.34488754622256007
SGP,HKG,2013,0.7248,-0.3218595242533675
SGP,HKG,2014,0.739,-0.3024573580339353
SGP,HKG,2015,0.7275,-0.31814127993648944
SGP,HKG,2016,0.6988,-0.3583907007222356
SGP,HKG,2017,0.6793,-0.3866924227848808
SGP,HKG,2018,0.7013,-0.35481952343927226
SGP,HKG,2019,0.6684,-0.4028684822608984
SGP,HKG,2020,0.7004,-0.35610367857044023
SGP,HKG,2021,0.6974,-0.36039614474058623
SGP,HKG,2022,0.66,-0.4155154439616658
SGP,HKG,2023,0.6632,-0.41067867516105183
SGP,HKG,2024,0.6967,-0.36140037694606386
SGP,HKG,2025,0.6675,-0.4042158887077325
SGP,IDN,2010,0.4908,-0.7117185661453806
SGP,IDN,2011,0.4929,-0.7074489652708049
SGP,IDN,2012,0.463,-0.770028224895903
SGP,IDN,2013,0.4465,-0.8063158786655833
SGP,IDN,2014,0.445,-0.8096809968158968
SGP,IDN,2015,0.4378,-0.8259930938933744
SGP,IDN,2016,0.418,-0.8722738464573808
SGP,IDN,2017,0.4173,-0.8739498913846301
SGP,IDN,2018,0.484,-0.7256703722655053
SGP,IDN,2019,0.4798,-0.7343859285765428
SGP,IDN,2020,0.5058,-0.6816139447462722
SGP,IDN,2021,0.4115,-0.8879462588650127
SGP,IDN,2022,0.4056,-0.9023878267051636
SGP,IDN,2023,0.5329,-0.6294214896794004
SGP,IDN,2024,0.4451,-0.8094563029603284
SGP,IDN,2025,0.4523,-0.7934096024983396
SGP,IND,2010,0.5623,-0.575719763683981
SGP,IND,2011,0.5612,-0.5776779307538311
SGP,IND,2012,0.583,-0.5395680926316447
SGP,IND,2013,0.5729,-0.557044097567605
SGP,IND,2014,0.5746,-0.5540811324369479
SGP,IND,2015,0.5764,-0.55095341485677
SGP,IND,2016,0.599,-0.5124936808666878
SGP,IND,2017,0.5984,-0.5134958523218695
SGP,IND,2018,0.5973,-0.5153357792438766
SGP,IND,2019,0.5881,-0.5308582775162268
SGP,IND,2020,0.5837,-0.5383681267723918
SGP,IND,2021,0.5982,-0.5138301327862895
SGP,IND,2022,0.6033,-0.5053406935354211
SGP,IND,2023,0.6122,-0.490696252470825
SGP,IND,2024,0.6354,-0.45350055714672133
SGP,IND,2025,0.7247,-0.3219975028669013
SGP,ITA,2010,0.5732,-0.5565205830281202
SGP,ITA,2011,0.6221,-0.474654427461163
SGP,ITA,2012,0.6176,-0.48191428027157057
SGP,ITA,2013,0.6274,-0.46617098322555933
SGP,ITA,2014,0.6156,-0.4851578770174128
SGP,ITA,2015,0.6248,-0.4703236804566608
SGP,ITA,2016,0.6302,-0.46171804965896285
SGP,ITA,2017,0.6293,-0.4631471884492492
SGP,ITA,2018,0.6578,-0.4188543452271804
SGP,ITA,2019,0.6486,-0.43293908510891954
SGP,ITA,2020,0.6489,-0.4324766573550142
SGP,ITA,2021,0.6687,-0.40241974992220425
SGP,ITA,2022,0.6747,-0.3934871313487574
SGP,ITA,2023,0.6692,-0.4016723098694681
SGP,ITA,2024,0.6839,-0.3799435708780868
SGP,ITA,2025,0.6829,-0.38140684301509353
SGP,JPN,2010,0.6076,-0.4982385082605192
SGP,JPN,2011,0.6273,-0.46633038387943954
SGP,JPN,2012,0.6397,-0.44675596252604505
SGP,JPN,2013,0.6167,-0.4833725969846899
SGP,JPN,2014,0.6124,-0.4903696151986083
SGP,JPN,2015,0.641,-0.444725822061467
SGP,JPN,2016,0.6451,-0.4383499354439411
SGP,JPN,2017,0.6388,-0.4481638626412796
SGP,JPN,2018,0.6096,-0.4949522746097005
SGP,JPN,2019,0.6113,-0.49216744194745743
SGP,JPN,2020,0.6201,-0.4778745236263048
SGP,JPN,2021,0.6468,-0.43571815127918523
SGP,JPN,2022,0.5429,-0.6108301380707316
SGP,JPN,2023,0.5546,-0.5895081458004594
SGP,JPN,2024,0.5873,-0.5322195164536632
SGP,JPN,2025,0.6177,-0.48175237628028356
SGP,KHM,2010,0.2623,-1.3382663921093092
SGP,KHM,2011,0.278,-1.2801341652915
SGP,KHM,2012,0.2756,-1.2888047398426334
SGP,KHM,2013,0.2782,-1.2794149994927946
SGP,KHM,2014,0.2823,-1.2647849437226935
SGP,KHM,2015,0.2994,-1.205974806996609
SGP,KHM,2016,0.3085,-1.1760334356366946
SGP,KHM,2017,0.3052,-1.186787979571835
SGP,KHM,2018,0.2952,-1.2201021862558195
SGP,KHM,2019,0.3015,-1.198985262814897
SGP,KHM,2020,0.3009,-1.2009772953461375
SGP,KHM,2021,0.3068,-1.181559209489036
SGP,KHM,2022,0.3003,-1.2029733039928525
SGP,KHM,2023,0.3048,-1.1880994551696458
SGP,KHM,2024,0.3135,-1.1599559189091617
SGP,KHM,2025,0.3162,-1.1513803542067655
SGP,KOR,2010,0.6269,-0.4669682407022142
SGP,KOR,2011,0.7074,-0.3461590022107568
SGP,KOR,2012,0.6877,-0.3744025826563466
SGP,KOR,2013,0.7088,-0.3441818796912659
SGP,KOR,2014,0.7204,-0.327948665680336
SGP,KOR,2015,0.7163,-0.33365620536173146
SGP,KOR,2016,0.7189,-0.33003301299231125
SGP,KOR,2017,0.7016,-0.3543918379241638
SGP,KOR,2018,0.7356,-0.307068786251971
SGP,KOR,2019,0.7353,-0.3074766997799605
