iso3,country,year,export_usd,lsci,gdp_usd,population,fdi_gdp,reer,official_fx,clmv,asean6,covid,ln_export,ln_lsci,ln_gdp,ln_population,ln_lsci_lag1,data_complete,export_usd_agri,export_usd_mfg,ln_export_agri,ln_export_mfg,lsci_lag1,fx_growth,lsci_quarters,lsci_partial_year
BRN,Brunei Darussalam,2020,6607738113.994562,21.6241225,12005799653.9835,447404.0,4.71057565284031,,1.37970342971399,0,1,1,22.611507240720314,3.07380947395995,23.208655674479033,13.011217268543573,3.1102358264693994,1,10639357.337782905,6596005062.498025,16.18007063946927,22.609730009153783,22.4263325,0.011350759060742899,4,0
BRN,Brunei Darussalam,2021,11456382915.936155,19.4351775,14006496617.4458,451721.0,1.47404982867232,,1.34380696297339,0,1,1,23.161812871530696,2.9670846972699416,23.362787103029774,13.020820011595893,3.07380947395995,1,47224520.86324477,11403350532.311136,17.670423825471786,23.157173055507936,21.6241225,-0.026017523742795534,4,0
BRN,Brunei Darussalam,2022,14007271785.010344,22.9365475,16681536466.7183,455370.0,-1.73946797718401,,1.37895639652216,0,1,0,23.362842444928344,3.132731599067007,23.537568343946397,13.028865554289014,2.9670846972699416,1,45129079.41510305,13955973170.81502,17.625037373082016,23.359173437856867,19.4351775,0.026156609183655588,4,0
BRN,Brunei Darussalam,2023,10794808974.78144,24.9650525,15095084656.1634,458949.0,-0.37050451622702,,1.34307960114934,0,1,0,23.102331205043914,3.2174769468944833,23.437635008314953,13.036694371758275,3.132731599067007,1,15963843.166754264,10778486092.485666,16.585836920920237,23.100817955875467,22.9365475,-0.026017353023854994,4,0
BRN,Brunei Darussalam,2024,12290100479.861664,23.9376075,15340808592.48,462721.0,0.189449066349964,,1.33603327650724,0,1,0,23.23205993623232,3.1754507577923996,23.45378234287051,13.04487955964431,3.2174769468944833,1,12636262.21095245,12273292127.835484,16.352081191792994,23.230691366758382,24.9650525,-0.0052463939114778535,4,0
BRN,Brunei Darussalam,2025,10287373437.399776,22.1204575,15031980994.1121,466330.0,0.411162483586338,,1.307595108858,0,1,0,23.05418310031254,3.096502859080396,23.433445834694886,13.05264881699113,3.1754507577923996,1,11169701.415290924,10272911427.393848,16.228715439738323,23.052776309260164,23.9376075,-0.02128552345910517,4,0
IDN,Indonesia,2010,157779103470.0,237.635845,755094157621.936,246305322.0,2.02517914569356,,9090.43333333333,0,1,0,25.784461812444846,5.470739438904456,27.350108290501566,19.322082470652692,,1,25311231913.0,132463352276.0,23.95451408329406,25.609571857519335,,,4,0
IDN,Indonesia,2011,203496626408.0,237.2379075,892969104563.171,249470032.0,2.30298429381592,,8770.43333333333,0,1,0,26.038915263843982,5.4690634667495335,27.517817819870736,19.33484935371735,5.470739438904456,1,32167970095.0,171327645915.0,24.194237076890367,25.86684361813386,237.635845,-0.03520184222974332,4,0
IDN,Indonesia,2012,190031845232.0,219.303915,917869913332.649,252698525.0,2.30978031853073,,9386.62916666667,0,1,0,25.97045750154671,5.390458507521675,27.545321510916256,19.347707735380563,5.4690634667495335,1,32554897131.0,157475085517.0,24.206193643777688,25.782533095505535,237.2379075,0.07025831106786873,4,0
IDN,Indonesia,2013,182551798697.0,230.254365,912524136718.018,255852467.0,2.55135633401058,,10461.24,0,1,0,25.930299798173987,5.439184632610445,27.53948037325106,19.360111535537463,5.390458507521675,1,31100691800.0,151450842259.0,24.16049590025719,25.743526935704953,219.303915,0.11448314557364592,4,0
IDN,Indonesia,2014,175979986988.0,224.17411,890814755533.537,258877399.0,2.81997260412102,,11865.2112962963,0,1,0,25.893636115223604,5.412423026717595,27.51540233655429,19.371865144657846,5.439184632610445,1,34087712458.0,141891886366.0,24.2522028178233,25.678331240943475,230.254365,0.13420696746239447,4,0
IDN,Indonesia,2015,150282256805.321,232.1924425,860854232686.214,261799249.0,2.29761639380441,,13389.4129365079,0,1,0,25.735781074875867,5.44756652136116,27.481191027025265,19.383088542833974,5.412423026717595,1,31249775409.761,119007883272.94,24.165278026215347,25.502455573854864,224.17411,0.128459713202695,4,0
IDN,Indonesia,2016,145186211246.42502,217.835235,931877364037.698,264627418.0,0.487372471368879,,13308.3268020542,0,1,0,25.701282970960158,5.383738974273899,27.560467059323575,19.393833424836224,5.44756652136116,1,30882278732.062,114242105504.024,24.15344835251713,25.461585765900267,232.1924425,-0.00605598877547564,4,0
IDN,Indonesia,2017,168828175936.018,224.0402625,1015618744159.73,267346658.0,2.01948919812582,,13380.8338788891,0,1,0,25.852147324231073,5.411825779006719,27.64651914284897,19.404056718813333,5.383738974273899,1,36754377547.58,132033119401.335,24.32752317245235,25.606318632617068,217.835235,0.0054482488981040245,4,0
IDN,Indonesia,2018,180012674001.964,232.2017125,1042271532988.63,269951846.0,1.81428979349441,,14236.9387734818,0,1,0,25.916293096479897,5.447606444344261,27.67242361359333,19.413754152908577,5.411825779006719,1,34725642185.206,145239078454.13602,24.270744218870274,25.701647038485746,224.0402625,0.06397993595476681,4,0
IDN,Indonesia,2019,167682996134.228,224.9042925,1119099871350.2,272489381.0,2.23336204282241,,14147.6713605454,0,1,0,25.84534110608637,5.41567494504369,27.743545791812117,19.42311020250093,5.447606444344261,1,32242786212.045,135365778437.633,24.1965601718199,25.631246421296474,232.2017125,-0.006270126911177787,4,0
IDN,Indonesia,2020,163191838162.79,208.188245,1059054842698.48,274814866.0,1.81058402027127,,14582.2034678177,0,1,1,25.8181922669684,5.338442694452449,27.688397968457593,19.431608214374723,5.41567494504369,1,36546620997.667,126595316576.148,24.321854570104307,25.564261352102907,224.9042925,0.03071403739869938,4,0
IDN,Indonesia,2021,231710105855.52905,196.7567225,1186509691086.73,276758053.0,1.7878556314554,,14308.1439011897,0,1,1,26.168752883555854,5.281968054439349,27.802037080582156,19.438654227593986,5.338442694452449,1,50709498709.72,180986363263.588,24.64937908127202,25.921687524288807,208.188245,-0.018794112099233762,4,0
IDN,Indonesia,2022,292186695398.50104,217.057525,1319101183380.15,278830529.0,1.87264100861425,,14849.8539362105,0,1,0,26.400658802709266,5.380162410575639,27.907971698912664,19.446114732290518,5.281968054439349,1,55187078632.704,236977711074.4,24.73399468008695,26.191231927559354,196.7567225,0.037860259077752145,4,0
IDN,Indonesia,2023,259527777420.696,236.861145,1371166925749.88,281190067.0,1.57116966408747,,15236.8846620506,0,1,0,26.282129575907366,5.467474083360868,27.946683263838196,19.454541393663803,5.380162410575639,1,47905040276.821,211607701286.761,24.592486560813345,26.077999931763344,217.057525,0.02606293149431904,4,0
IDN,Indonesia,2024,266529176253.852,229.0517775,1396301788461.69,283487931.0,1.73855290316368,,15855.4482866711,0,1,0,26.308749553936437,5.4339480806169815,27.9648482777515,19.462680108797322,5.467474083360868,1,49412470564.45,217099710121.299,24.62346866985844,26.103622578598532,236.861145,0.040596463013276685,4,0
IDN,Indonesia,2025,260964763745.5369,241.2390375,1445642584163.81,285721236.0,1.54140671670434,,16477.8651797836,0,1,0,26.287651230348764,5.485788298772141,27.99957503356851,19.47052719415517,5.4339480806169815,1,54112507264.40659,206834561344.74356,24.71433118396087,26.055185090107965,229.0517775,0.039255710835734314,4,0
KHM,Cambodia,2010,3825902657.462535,21.164685,13808673288.0696,14500726.0,10.169807189939,,4184.91666666667,1,0,0,22.06506026526301,3.0523339908004745,23.34856273082218,16.48970927510291,,1,91480593.35671572,3731826363.504555,18.331637413288416,22.040163592456988,,,4,0
KHM,Cambodia,2011,5121058659.639476,19.6915975,16032622023.8265,14722584.0,9.59845134883877,,4058.5,1,0,0,22.356627024084805,2.980192021914563,23.49789135998758,16.50489319933731,3.0523339908004745,1,174334162.68874705,4943651051.800191,18.976484490646598,22.321369974473402,21.164685,-0.030207690316414793,4,0
